area,condo_complex,bathrooms,new_address,legal_status,furniture_state,frontage,floors,bedrooms
57.0,0,5.0,"Quận 8, Hồ Chí Minh",Have certificate,Basic,,4.0,4.0
51.0,0,,"Vũng Tàu, Bà Rịa Vũng Tàu",Have certificate,Full,,4.0,3.0
35.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,39.0,5.0,4.0
59.0,0,6.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,,5.0,5.0
70.0,0,2.0,"Bình Tân, Hồ Chí Minh",Have certificate,Basic,4.0,2.0,2.0
56.0,0,4.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,,,3.0,4.0
16.0,0,1.0,"Hoàng Mai, Hà Nội",Sale contract,Full,3.3,2.0,1.0
120.0,0,1.0,"Biên Hòa, Đồng Nai",Have certificate,,5.2,2.0,2.0
30.0,0,4.0,"Hoài Đức, Hà Nội",Have certificate,Full,4.0,5.0,3.0
79.0,0,,"Phú Nhuận, Hồ Chí Minh",Have certificate,Basic,5.6,3.0,3.0
100.0,0,3.0,"Hóc Môn, Hồ Chí Minh",,,6.5,3.0,3.0
32.0,0,4.0,"Đống Đa, Hà Nội",Have certificate,Full,,5.0,3.0
77.0,1,6.0,"Thủy Nguyên, Hải Phòng",Have certificate,,5.5,4.0,8.0
35.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,4.6,4.0,2.0
29.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,5.8,5.0,3.0
33.0,0,4.0,"Đống Đa, Hà Nội",Have certificate,Full,4.3,6.0,4.0
40.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,,5.0,5.0,3.0
225.0,1,2.0,"Phù Cát, Bình Định",Sale contract,Full,,2.0,2.0
100.0,0,3.0,"Quận 9, Hồ Chí Minh",Have certificate,Full,4.0,2.0,3.0
18.0,0,3.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,Basic,3.0,3.0,2.0
65.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,5.2,3.0,3.0
298.1,0,3.0,"Nhà Bè, Hồ Chí Minh",Have certificate,,14.0,3.0,4.0
60.0,0,3.0,"Đống Đa, Hà Nội",Have certificate,,4.7,4.0,3.0
165.0,0,5.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Basic,,2.0,4.0
190.0,1,,"Biên Hòa, Đồng Nai",,Basic,,,3.0
90.2,0,3.0,"Dĩ An, Bình Dương",Have certificate,Full,4.0,3.0,4.0
58.0,1,1.0,"Cái Răng, Cần Thơ",Sale contract,Full,14.0,2.0,2.0
40.0,0,6.0,"Bình Tân, Hồ Chí Minh",Have certificate,,8.0,4.0,6.0
60.0,0,2.0,"Thanh Trì, Hà Nội",Have certificate,Full,45.0,3.0,3.0
40.0,0,4.0,"Quận 10, Hồ Chí Minh",Have certificate,Basic,6.0,3.0,3.0
75.0,0,2.0,"Thanh Xuân, Hà Nội",Have certificate,Full,3.8,3.0,3.0
40.0,0,3.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,4.5,3.0,3.0
73.0,0,4.0,"Tân Phú, Hồ Chí Minh",Have certificate,Basic,,3.0,4.0
59.0,0,5.0,"Quận 9, Hồ Chí Minh",,,4.0,4.0,4.0
35.0,0,,"Hai Bà Trưng, Hà Nội",Have certificate,,,,
138.0,1,6.0,"Nha Trang, Khánh Hòa",Have certificate,Basic,6.0,4.0,5.0
72.0,0,,"Quận 11, Hồ Chí Minh",,,,,
84.0,0,1.0,"Biên Hòa, Đồng Nai",Have certificate,Full,4.2,,1.0
55.0,0,5.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,5.0,5.0,5.0
56.0,0,,"Tây Hồ, Hà Nội",Have certificate,,5.0,,
68.0,0,5.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Full,6.0,4.0,4.0
87.8,1,,"Nha Trang, Khánh Hòa",Have certificate,,5.6,,
50.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,4.0,4.0,5.0
192.6,0,5.0,"Nha Trang, Khánh Hòa",Have certificate,,7.5,3.0,5.0
23.25,0,3.0,"Quận 10, Hồ Chí Minh",Have certificate,,,3.0,3.0
100.0,0,2.0,"Biên Hòa, Đồng Nai",Have certificate,Full,,2.0,4.0
70.0,0,2.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Basic,10.0,2.0,3.0
137.5,1,,"Rạch Giá, Kiên Giang",Have certificate,,5.0,2.0,
45.0,0,2.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,3.1,2.0,2.0
110.0,1,4.0,"Thủ Dầu Một, Bình Dương",Have certificate,,,3.0,6.0
180.0,1,,"Từ Sơn, Bắc Ninh",,,,,
46.0,0,2.0,"Quận 7, Hồ Chí Minh",Have certificate,,,2.0,3.0
33.0,0,4.0,"Long Biên, Hà Nội",Have certificate,,3.5,5.0,3.0
80.0,0,2.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,,2.0,4.0
34.0,0,4.0,"Hoài Đức, Hà Nội",Have certificate,Basic,,4.0,3.0
36.0,0,5.0,"Quận 1, Hồ Chí Minh",Have certificate,Full,,5.0,5.0
25.8,0,2.0,"Quận 8, Hồ Chí Minh",Have certificate,,3.11,2.0,2.0
90.0,1,,"Văn Giang, Hưng Yên",,,,,
51.0,0,5.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,5.8,4.0,5.0
55.5,0,,"Long Biên, Hà Nội",Have certificate,,8.1,6.0,
45.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Full,4.5,4.0,4.0
68.0,0,1.0,"Hoàng Mai, Hà Nội",,,,1.0,1.0
56.0,0,3.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,5.0,2.0,3.0
40.0,0,3.0,"Quận 4, Hồ Chí Minh",Have certificate,Full,4.5,4.0,2.0
50.0,0,6.0,"Thanh Trì, Hà Nội",Have certificate,Full,4.5,7.0,8.0
336.6,0,2.0,"Vạn Ninh, Khánh Hòa",Have certificate,,7.0,2.0,3.0
84.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,,4.2,2.0,2.0
44.0,0,,"Tây Hồ, Hà Nội",Have certificate,,3.6,5.0,6.0
100.0,1,,"Từ Sơn, Bắc Ninh",Have certificate,,5.0,3.0,
55.0,0,3.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Full,,3.0,3.0
41.0,0,5.0,"Thanh Trì, Hà Nội",Have certificate,Full,4.0,5.0,4.0
40.0,0,5.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,4.0,4.0,4.0
40.0,0,2.0,"Phú Nhuận, Hồ Chí Minh",,,4.0,2.0,3.0
36.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Full,3.7,4.0,2.0
140.0,0,3.0,"Dĩ An, Bình Dương",Have certificate,Basic,,1.0,3.0
43.5,0,6.0,"Hà Đông, Hà Nội",Have certificate,Basic,,5.0,4.0
61.0,1,,"Tân Uyên, Bình Dương",,,,2.0,
77.0,0,4.0,"Tây Hồ, Hà Nội",Have certificate,Full,,5.0,3.0
45.0,0,2.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,Basic,3.0,2.0,3.0
50.4,0,2.0,"Quận 7, Hồ Chí Minh",Have certificate,,3.0,1.0,2.0
45.0,0,5.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,4.0,5.0,6.0
26.0,0,3.0,"Quận 4, Hồ Chí Minh",Have certificate,Basic,9.0,5.0,3.0
34.0,0,5.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,7.0,5.0,3.0
65.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Basic,6.0,3.0,3.0
95.0,0,3.0,"Hải Châu, Đà Nẵng",Have certificate,Full,5.0,3.0,3.0
35.3,0,3.0,"Chương Mỹ, Hà Nội",Have certificate,Basic,4.0,3.0,3.0
100.0,1,3.0,"Bàu Bàng, Bình Dương",,,5.0,2.0,3.0
39.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Basic,3.35,5.0,6.0
45.0,0,,"Đống Đa, Hà Nội",Have certificate,,,5.0,4.0
73.0,0,2.0,"Đức Trọng, Lâm Đồng",Have certificate,,6.0,,2.0
39.0,0,9.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,5.0,6.0,9.0
46.0,0,,"Hà Đông, Hà Nội",Have certificate,,,3.0,4.0
98.0,0,,"Quận 12, Hồ Chí Minh",,,,,
40.0,0,3.0,"Huyện Chương Mỹ, Hà Nội",Have certificate,Full,,3.0,4.0
40.0,0,5.0,"Hoàng Mai, Hà Nội",Have certificate,Full,,5.0,5.0
48.0,0,2.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,,2.0,2.0
61.6,1,4.0,"Nha Trang, Khánh Hòa",Have certificate,Full,4.4,4.0,3.0
48.7,0,2.0,"Quận 8, Hồ Chí Minh",Have certificate,Full,5.2,2.0,3.0
78.0,0,,"Quận 9, Hồ Chí Minh",,,4.3,,
250.0,1,3.0,"Tân Uyên, Bình Dương",Sale contract,,,2.0,3.0
65.0,0,,"Gò Vấp, Hồ Chí Minh",,,,3.0,
52.7,0,2.0,"Sơn Trà, Đà Nẵng",Have certificate,Full,5.5,2.0,2.0
40.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,5.0,5.0,3.0
35.0,0,3.0,"Quận 7, Hồ Chí Minh",Have certificate,Basic,,3.0,2.0
40.0,0,1.0,"Đông Anh, Hà Nội",Have certificate,,,1.0,2.0
129.5,1,4.0,"Thuận An, Bình Dương",Sale contract,Basic,,3.0,4.0
150.0,1,3.0,"Bến Lức, Long An",,,,2.0,4.0
78.0,0,1.0,"Huế, Thừa Thiên Huế",Have certificate,Full,4.6,1.0,1.0
35.0,0,3.0,"Đống Đa, Hà Nội",Have certificate,Full,4.7,5.0,3.0
90.0,0,,"Ninh Kiều, Cần Thơ",Have certificate,,,3.0,
78.0,1,3.0,"Bình Tân, Hồ Chí Minh",Have certificate,Basic,4.0,2.0,3.0
40.0,0,,"Nam Từ Liêm, Hà Nội",Have certificate,Full,,4.0,4.0
148.2,0,2.0,"Quận 12, Hồ Chí Minh",Have certificate,Basic,5.3,2.0,3.0
42.0,0,5.0,"Hoài Đức, Hà Nội",Have certificate,Full,4.0,4.0,6.0
28.0,0,2.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Basic,,2.0,2.0
23.0,0,2.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Basic,,2.0,2.0
30.0,0,3.0,"Thanh Xuân, Hà Nội",Have certificate,Basic,4.0,4.0,4.0
98.8,0,3.0,"Quận 12, Hồ Chí Minh",Have certificate,Full,5.0,2.0,3.0
15.0,0,1.0,"Quận 7, Hồ Chí Minh",Have certificate,,3.5,2.0,1.0
33.0,0,3.0,"Gia Lâm, Hà Nội",Have certificate,Full,,4.0,3.0
34.0,0,3.0,"Nam Từ Liêm, Hà Nội",Have certificate,Full,3.3,5.0,3.0
105.0,0,3.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,5.1,3.0,4.0
45.0,0,3.0,"Thanh Xuân, Hà Nội",Have certificate,,4.0,5.0,3.0
30.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,,5.0,3.0
57.0,0,3.0,"Long Biên, Hà Nội",,,,3.0,4.0
52.0,0,6.0,"Hai Bà Trưng, Hà Nội",Have certificate,Basic,3.5,5.0,6.0
34.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,4.0,6.0,3.0
108.0,0,,"Gò Vấp, Hồ Chí Minh",Have certificate,,,,
116.0,0,5.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Basic,7.0,,5.0
120.0,1,,"Long Thành, Đồng Nai",Sale contract,,6.0,4.0,
43.0,0,4.0,"Đống Đa, Hà Nội",Have certificate,Full,4.5,5.0,4.0
60.0,1,,"Dĩ An, Bình Dương",,,4.0,,
23.0,0,1.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,2.8,2.0,2.0
105.0,0,2.0,"Thủ Dầu Một, Bình Dương",,,5.0,,3.0
95.0,0,3.0,"Hải Châu, Đà Nẵng",Have certificate,Full,7.0,2.0,3.0
74.0,0,3.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,2.0,4.0
100.0,1,,"Sa Pa, Lào Cai",Have certificate,Basic,5.0,,
69.0,0,3.0,"Dĩ An, Bình Dương",Have certificate,,4.5,3.0,4.0
53.0,0,3.0,"Quận 9, Hồ Chí Minh",Have certificate,,5.0,3.0,3.0
74.0,1,,"Thường Tín, Hà Nội",,,5.0,5.0,
28.0,0,4.0,"Ba Đình, Hà Nội",Have certificate,Full,3.2,5.0,4.0
95.0,0,5.0,"Bình Tân, Hồ Chí Minh",Have certificate,,6.0,4.0,5.0
73.0,0,,"Đông Anh, Hà Nội",Have certificate,,5.0,,
45.0,0,3.0,"Đống Đa, Hà Nội",Have certificate,Full,4.5,4.0,4.0
41.0,0,2.0,"Quận 2, Hồ Chí Minh",Have certificate,,3.2,,1.0
63.4,0,4.0,"Nha Trang, Khánh Hòa",Have certificate,Full,4.4,4.0,3.0
112.0,0,4.0,"Cẩm Lệ, Đà Nẵng",,,,3.0,3.0
56.0,0,3.0,"Quận 3, Hồ Chí Minh",Have certificate,Full,,2.0,3.0
77.0,0,4.0,"Quận 7, Hồ Chí Minh",Have certificate,Full,4.06,4.0,4.0
38.0,0,4.0,"Nam Từ Liêm, Hà Nội",Have certificate,,5.0,5.0,3.0
34.0,0,2.0,"Hoàng Mai, Hà Nội",Have certificate,Full,3.5,4.0,3.0
64.0,0,3.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,,2.0,2.0
72.0,0,4.0,"Biên Hòa, Đồng Nai",Have certificate,Full,4.0,3.0,4.0
66.3,0,,"Gò Vấp, Hồ Chí Minh",Have certificate,,5.0,4.0,
98.8,0,5.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,5.2,4.0,4.0
39.0,0,3.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,3.9,3.0,4.0
38.0,0,5.0,"Thanh Trì, Hà Nội",Have certificate,,,4.0,4.0
52.0,0,3.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,,3.0,3.0
50.0,0,4.0,"Thanh Trì, Hà Nội",Have certificate,Basic,,5.0,3.0
70.0,0,5.0,"Tân Phú, Hồ Chí Minh",Have certificate,Basic,4.0,5.0,6.0
30.0,0,2.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,3.5,2.0,2.0
90.0,0,3.0,"Sơn Trà, Đà Nẵng",Have certificate,Full,5.0,2.0,3.0
52.0,0,4.0,"Tân Bình, Hồ Chí Minh",Have certificate,Basic,4.0,4.0,4.0
227.5,1,4.0,"Thuận An, Bình Dương",Have certificate,Basic,10.0,3.0,3.0
50.0,0,3.0,"Hà Đông, Hà Nội",,,3.5,4.0,3.0
65.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Basic,3.7,4.0,4.0
51.6,0,1.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,,2.0,3.0
55.3,0,1.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Basic,4.0,,2.0
45.0,0,,"Long Biên, Hà Nội",,,,6.0,
64.0,0,4.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,5.8,6.0,4.0
75.0,0,2.0,"Dĩ An, Bình Dương",Have certificate,,,2.0,2.0
61.0,0,5.0,"Bình Tân, Hồ Chí Minh",Have certificate,Full,4.0,4.0,5.0
63.5,0,,"Bán nhà chính chủ Phó Đức Chính khu Bà Chiểu, trung tâm Bình Thạnh giá cực tốt",Have certificate,,,2.0,
123.0,0,,"Quận 12, Hồ Chí Minh",Have certificate,,4.0,,2.0
31.1,0,3.0,"Hai Bà Trưng, Hà Nội",Have certificate,Basic,6.0,4.0,4.0
160.0,1,3.0,"Phan Thiết, Bình Thuận",Sale contract,Full,8.0,1.0,3.0
78.0,0,4.0,"Quận 9, Hồ Chí Minh",Have certificate,Full,8.0,4.0,4.0
63.0,0,,"Phú Nhuận, Hồ Chí Minh",Have certificate,Basic,4.2,2.0,
60.0,0,2.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,4.0,2.0,2.0
35.5,0,,"Hà Đông, Hà Nội",Have certificate,Full,,5.0,3.0
80.0,0,4.0,"Sơn Trà, Đà Nẵng",Have certificate,Full,4.5,4.0,4.0
35.0,0,4.0,"Tây Hồ, Hà Nội",Have certificate,Full,,5.0,3.0
72.4,0,1.0,"Liên Chiểu, Đà Nẵng",Have certificate,Basic,4.2,1.0,2.0
72.9,0,1.0,"Nha Trang, Khánh Hòa",Have certificate,Basic,11.0,2.0,2.0
49.2,1,,"Liên Chiểu, Đà Nẵng",Have certificate,Full,,,
118.0,1,,"Phú Thọ, Phú Thọ",Have certificate,,6.0,5.0,
54.0,0,2.0,"An Dương, Hải Phòng",Have certificate,,4.0,3.0,3.0
50.0,0,3.0,"An Dương, Hải Phòng",,,,3.0,3.0
100.0,0,2.0,"Dĩ An, Bình Dương",Have certificate,Full,5.3,2.0,3.0
40.0,0,,"Quận 1, Hồ Chí Minh",Have certificate,Basic,7.0,,
40.8,0,4.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,,,3.0,5.0
33.0,0,,"Hai Bà Trưng, Hà Nội",Have certificate,Full,,4.0,3.0
100.0,0,,"Phủ Lý, Hà Nam",Have certificate,Full,7.0,,
72.0,0,,"Quận 9, Hồ Chí Minh",,,4.5,2.0,4.0
33.0,0,4.0,"Hoài Đức, Hà Nội",Have certificate,,,5.0,3.0
45.0,0,,"Long Biên, Hà Nội",Have certificate,,,,
35.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Basic,3.4,5.0,3.0
54.0,0,2.0,"Quận 8, Hồ Chí Minh",Have certificate,Basic,,2.0,2.0
85.0,0,5.0,"Quận 8, Hồ Chí Minh",,Basic,4.0,4.0,6.0
32.0,0,3.0,"Hà Đông, Hà Nội",Have certificate,Basic,,4.0,3.0
38.1,0,2.0,"Quận 2, Hồ Chí Minh",Have certificate,,7.0,3.0,2.0
38.0,0,4.0,"Cầu Giấy, Hà Nội",Have certificate,Full,,5.0,3.0
250.0,1,3.0,"Tân Uyên, Bình Dương",Sale contract,,10.0,2.0,4.0
40.0,0,2.0,"Bình Tân, Hồ Chí Minh",,,4.0,2.0,2.0
50.0,0,3.0,"Kiến An, Hải Phòng",Have certificate,Basic,5.8,3.0,3.0
40.0,0,4.0,"Bình Thạnh, Hồ Chí Minh",Have certificate,,,4.0,4.0
40.0,0,5.0,"Thanh Xuân, Hà Nội",Have certificate,Basic,4.0,5.0,6.0
35.0,0,,"Đống Đa, Hà Nội",Have certificate,Full,,4.0,3.0
41.0,0,4.0,"Long Biên, Hà Nội",Have certificate,Basic,,6.0,4.0
35.0,0,,"Hai Bà Trưng, Hà Nội",Have certificate,Full,,5.0,
120.0,0,,"An Dương, Hải Phòng",Have certificate,,6.0,,
50.0,0,5.0,"Quận 7, Hồ Chí Minh",Have certificate,Full,,4.0,4.0
60.0,0,2.0,"Dĩ An, Bình Dương",,Full,4.0,2.0,2.0
45.0,0,3.0,"Quận 7, Hồ Chí Minh",Have certificate,,,3.0,3.0
126.0,0,1.0,"Quận 12, Hồ Chí Minh",,Basic,7.0,1.0,2.0
32.0,0,4.0,"Hoàng Mai, Hà Nội",Have certificate,Full,3.0,4.0,4.0
45.0,0,9.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,7.0,5.0,8.0
35.0,0,3.0,"Thanh Trì, Hà Nội",Have certificate,Full,5.0,5.0,4.0
33.0,0,4.0,"Hà Đông, Hà Nội",Have certificate,Full,4.0,5.0,4.0
150.0,0,2.0,"Quận 9, Hồ Chí Minh",Have certificate,,,1.0,3.0
235.4,0,,"Cam Lâm, Khánh Hòa",,,12.0,,
90.0,1,3.0,"Bến Lức, Long An",Sale contract,,6.0,2.0,4.0
100.0,1,,"Tân Uyên, Bình Dương",Sale contract,,5.0,3.0,
43.0,0,2.0,"Tân Bình, Hồ Chí Minh",Have certificate,,,3.0,2.0
120.0,1,,"Phú Quốc, Kiên Giang",,,,,
33.0,0,4.0,"Thanh Xuân, Hà Nội",Have certificate,,,4.0,4.0
75.0,1,4.0,"Bến Lức, Long An",,,19.0,3.0,4.0
62.0,0,3.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,6.0,4.0,4.0
40.0,0,,"Hai Bà Trưng, Hà Nội",Have certificate,,,4.0,
39.0,0,4.0,"Quận 4, Hồ Chí Minh",Have certificate,Full,,4.0,4.0
90.0,1,,"Thủ Đức, Hồ Chí Minh",,,,2.0,
100.0,0,1.0,"Bến Cát, Bình Dương",Have certificate,,,,2.0
40.0,0,2.0,"Quận 8, Hồ Chí Minh",Have certificate,,4.0,2.0,2.0
36.0,0,2.0,"Thanh Oai, Hà Nội",Have certificate,Basic,,3.0,3.0
61.2,0,3.0,"Quận 7, Hồ Chí Minh",Have certificate,Full,3.6,3.0,3.0
80.0,0,,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,7.0,3.0,
98.5,1,4.0,"Hội An, Quảng Nam",Sale contract,,6.7,3.0,4.0
90.0,0,1.0,"Thái Bình, Thái Bình",Have certificate,Basic,4.5,2.0,2.0
100.0,1,3.0,"Quận 2, Hồ Chí Minh",Sale contract,,,3.0,4.0
33.0,0,4.0,"Đan Phượng, Hà Nội",Have certificate,Basic,3.5,5.0,3.0
150.0,0,,"Bàu Bàng, Bình Dương",Have certificate,,5.0,,
50.0,0,1.0,"Tân Phú, Hồ Chí Minh",Have certificate,,4.0,1.0,2.0
80.0,0,4.0,"Quận 6, Hồ Chí Minh",Have certificate,Basic,4.0,,4.0
40.0,0,3.0,"Hoài Đức, Hà Nội",Have certificate,Basic,,4.0,4.0
70.0,0,4.0,"Hải Châu, Đà Nẵng",Have certificate,Full,,3.0,3.0
48.0,0,3.0,"Hóc Môn, Hồ Chí Minh",Have certificate,Full,4.0,3.0,3.0
40.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,3.2,4.0,4.0
48.8,0,4.0,"Long Biên, Hà Nội",Have certificate,,4.5,6.0,4.0
36.0,0,4.0,"Cầu Giấy, Hà Nội",Have certificate,,4.5,5.0,3.0
40.0,0,,"Nam Từ Liêm, Hà Nội",Have certificate,Full,,4.0,5.0
250.0,1,2.0,"Phan Thiết, Bình Thuận",,Full,,1.0,2.0
36.0,0,,"Long Biên, Hà Nội",Have certificate,,,5.0,
137.0,0,1.0,"Phú Mỹ, Bà Rịa Vũng Tàu",Have certificate,,5.0,,2.0
212.4,0,2.0,"Cái Răng, Cần Thơ",Have certificate,Full,5.2,1.0,2.0
166.0,0,,"Biên Hòa, Đồng Nai",Have certificate,,5.0,,
64.1,0,1.0,"Dĩ An, Bình Dương",Have certificate,,4.0,2.0,3.0
36.0,0,4.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,,5.0,3.0
39.0,0,,"Hoàng Mai, Hà Nội",Have certificate,,,6.0,6.0
34.0,0,3.0,"Hai Bà Trưng, Hà Nội",Have certificate,Full,,5.0,4.0
33.0,0,4.0,"Long Biên, Hà Nội",Have certificate,Full,5.2,5.0,3.0
108.8,0,5.0,"Nha Trang, Khánh Hòa",Have certificate,Full,5.44,3.0,4.0
40.0,0,4.0,"Hoài Đức, Hà Nội",Have certificate,Basic,3.5,5.0,4.0
28.0,0,4.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,Full,,4.0,3.0
61.0,0,,"Đống Đa, Hà Nội",Have certificate,,,5.0,9.0
98.8,0,,"Bình Tân, Hồ Chí Minh",Have certificate,,3.8,,2.0
45.0,0,5.0,"Bắc Từ Liêm, Hà Nội",Have certificate,Full,4.0,5.0,5.0
55.0,0,3.0,"Gò Vấp, Hồ Chí Minh",,,5.0,2.0,2.0
45.0,0,4.0,"Tân Bình, Hồ Chí Minh",Have certificate,Full,4.3,4.0,4.0
105.0,0,4.0,"Thủ Đức, Hồ Chí Minh",Have certificate,,7.2,3.0,4.0
64.0,0,6.0,"Quận 12, Hồ Chí Minh",Have certificate,,4.0,5.0,7.0
67.0,0,,"Gò Vấp, Hồ Chí Minh",Have certificate,Full,6.1,2.0,2.0
41.0,0,,"Ba Đình, Hà Nội",Have certificate,Full,,5.0,4.0
89.2,0,1.0,"Quy Nhơn, Bình Định",Have certificate,Basic,,1.0,2.0
81.0,0,1.0,"Sa Đéc, Đồng Tháp",Have certificate,,4.0,2.0,3.0
37.0,0,2.0,"Nam Từ Liêm, Hà Nội",,Full,,2.0,2.0
300.0,0,1.0,"Huyện Long Thành, Đồng Nai",Have certificate,Basic,6.0,,1.0
80.0,1,3.0,"Bến Lức, Long An",Have certificate,,,4.0,3.0
56.0,0,3.0,"Nhà Bè, Hồ Chí Minh",Have certificate,Full,4.0,3.0,4.0
32.0,0,3.0,"Quận Bình Tân, Hồ Chí Minh",Have certificate,Full,4.0,3.0,4.0
51.0,0,2.0,"Lê Chân, Hải Phòng",Have certificate,,,4.0,3.0
100.0,1,,"Bàu Bàng, Bình Dương",Have certificate,Basic,,4.0,
35.0,0,4.0,"Hoàng Mai, Hà Nội",Have certificate,Full,,5.0,5.0
63.5,1,4.0,"Dĩ An, Bình Dương",Have certificate,Basic,,3.0,4.0
80.0,1,3.0,"Bàu Bàng, Bình Dương",Have certificate,Basic,,3.0,3.0
48.0,0,,"Thanh Xuân, Hà Nội",,,,5.0,4.0
52.0,0,3.0,"Tân Uyên, Bình Dương",Sale contract,,4.0,,3.0
61.0,0,4.0,"Quận 2, Hồ Chí Minh",Have certificate,,4.0,3.0,3.0
55.0,0,,"Tân Bình, Hồ Chí Minh",Have certificate,Full,,3.0,4.0
31.0,0,4.0,"Long Biên, Hà Nội",Have certificate,,4.2,5.0,3.0
35.0,0,4.0,"Quận 3, Hồ Chí Minh",Have certificate,Full,3.5,4.0,3.0
56.0,0,3.0,"Quận 8, Hồ Chí Minh",Sale contract,,7.7,2.0,5.0
50.0,0,6.0,"Tân Phú, Hồ Chí Minh",Have certificate,Full,4.6,4.0,5.0
64.0,0,5.0,"Gò Vấp, Hồ Chí Minh",Have certificate,Basic,4.0,4.0,4.0
91.0,0,,"Thủ Đức, Hồ Chí Minh",Have certificate,,5.0,1.0,
40.0,0,6.0,"Hà Đông, Hà Nội",Have certificate,,4.0,4.0,6.0
88.0,0,2.0,"Nha Trang, Khánh Hòa",Have certificate,,4.85,2.0,3.0
93.0,1,,"Hạ Long, Quảng Ninh",,,,6.0,
90.0,0,,"Ngũ Hành Sơn, Đà Nẵng",,,4.5,2.0,2.0
68.2,0,4.0,"Hải An, Hải Phòng",Have certificate,Basic,4.4,4.0,3.0
162.2,0,2.0,"Gò Vấp, Hồ Chí Minh",Have certificate,,6.9,1.0,3.0
70.0,0,5.0,"Thủ Đức, Hồ Chí Minh",Have certificate,Full,,4.0,4.0
44.0,0,3.0,"Long Biên, Hà Nội",Have certificate,Basic,,4.0,4.0
34.0,0,5.0,"Long Biên, Hà Nội",Have certificate,Full,,6.0,4.0
70.0,0,4.0,"Bình Tân, Hồ Chí Minh",Have certificate,Basic,4.5,3.0,3.0
67.1,0,4.0,"Quận 6, Hồ Chí Minh",Have certificate,,6.1,3.0,5.0
27.2,0,2.0,"Đống Đa, Hà Nội",Have certificate,,6.8,2.0,2.0
50.0,0,4.0,"Hoàng Mai, Hà Nội",Have certificate,Full,4.5,4.0,4.0
100.0,1,6.0,"Phổ Yên, Thái Nguyên",Have certificate,Basic,5.0,4.0,4.0
105.0,0,1.0,"Buôn Ma Thuột, Đắk Lắk",Have certificate,Full,5.0,1.0,2.0
36.0,0,5.0,"Phú Nhuận, Hồ Chí Minh",Have certificate,,,3.0,4.0
